Wavelength,Carbonate (McArthur Basin KG-92-27),Calcite (JB-JLB-549),Calcite (GR-CMP-001),Dolomite (SH-SJG-079),Muscovite (GDS114),Muscovite (GDS120),Kaolinite (KGA-1),Montmorillonite (SAZ-1),Quartz (DH-MBW-003),Quartz (GDS74 Sand Ottowa),"Kerogen (PPRG114, H:C = 0.8)",Kerogen ?,Sap (JB-JLB-B84-A),Illite (Imt-1),Biotite H2S8 (USGS)
3.7291490,0.9828444,0.9915482,0.9654532,0.7247428,0.9814677,0.9548361,0.9853798,0.9873143,0.9993188,0.9451202,0.9480691,0.9550943,0.9899236,0.9807397,0.9997053
3.7298190,0.9826070,0.9915157,0.9652980,0.7224807,0.9815672,0.9550212,0.9855151,0.9873847,0.9993210,0.9448009,0.9481401,0.9552318,0.9900014,0.9808931,0.9997276
3.7304900,0.9823563,0.9914849,0.9651325,0.7200711,0.9816630,0.9551816,0.9856182,0.9874572,0.9993231,0.9445705,0.9482112,0.9553708,0.9900793,0.9810351,0.9997435
3.7311610,0.9820913,0.9914541,0.9649670,0.7176608,0.9817588,0.9553418,0.9857212,0.9875307,0.9993253,0.9443399,0.9482823,0.9555081,0.9901595,0.9811759,0.9997583
3.7318320,0.9818111,0.9914233,0.9648016,0.7152500,0.9818545,0.9555021,0.9858242,0.9876042,0.9993274,0.9441094,0.9483547,0.9556167,0.9902397,0.9813168,0.9997731
3.7325030,0.9815145,0.9913880,0.9646229,0.7127374,0.9819467,0.9556624,0.9859108,0.9876788,0.9993296,0.9439203,0.9484414,0.9557573,0.9903199,0.9814507,0.9997868
3.7331750,0.9812001,0.9913436,0.9644175,0.7100167,0.9820314,0.9558228,0.9859648,0.9877523,0.9993318,0.9438216,0.9485113,0.9558320,0.9904001,0.9815721,0.9997973
3.7338480,0.9808634,0.9912991,0.9642118,0.7072913,0.9821162,0.9559834,0.9860194,0.9878248,0.9993339,0.9437228,0.9485459,0.9559402,0.9904941,0.9816935,0.9998078
3.7345200,0.9805057,0.9912547,0.9640064,0.7045693,0.9822008,0.9561437,0.9860739,0.9878953,0.9993361,0.9436241,0.9486169,0.9560453,0.9905881,0.9818138,0.9998183
3.7351930,0.9801256,0.9912153,0.9637931,0.7017029,0.9822821,0.9563078,0.9860957,0.9879647,0.9993383,0.9435885,0.9486878,0.9561805,0.9906821,0.9819410,0.9998245
3.7358650,0.9797191,0.9911859,0.9635654,0.6985588,0.9823557,0.9564790,0.9860490,0.9880331,0.9993404,0.9436904,0.9487330,0.9563310,0.9907761,0.9820820,0.9998242
3.7365380,0.9792871,0.9911564,0.9633373,0.6954094,0.9824294,0.9566506,0.9860010,0.9881016,0.9993426,0.9437926,0.9487662,0.9564662,0.9908747,0.9822230,0.9998240
3.7372110,0.9788275,0.9911269,0.9631092,0.6922590,0.9825031,0.9568221,0.9859528,0.9881700,0.9993448,0.9438947,0.9488002,0.9566031,0.9909734,0.9823630,0.9998237
3.7378850,0.9783375,0.9910866,0.9628696,0.6889078,0.9825818,0.9570049,0.9858551,0.9882394,0.9993470,0.9439761,0.9487969,0.9567381,0.9910709,0.9824983,0.9998288
3.7385600,0.9778148,0.9910243,0.9626075,0.6851598,0.9826718,0.9572118,0.9856418,0.9883110,0.9993492,0.9440114,0.9488307,0.9568763,0.9911696,0.9826188,0.9998436
3.7392330,0.9772575,0.9909623,0.9623461,0.6814218,0.9827614,0.9574181,0.9854251,0.9883825,0.9993514,0.9440465,0.9488295,0.9570418,0.9912395,0.9827404,0.9998584
3.7399070,0.9766625,0.9909002,0.9620843,0.6776776,0.9828513,0.9576246,0.9852058,0.9884550,0.9993535,0.9440818,0.9488696,0.9572256,0.9913072,0.9828609,0.9998743
3.7405820,0.9760247,0.9908230,0.9618115,0.6736773,0.9829462,0.9578239,0.9850424,0.9885276,0.9993557,0.9440962,0.9489408,0.9573621,0.9913761,0.9829883,0.9998858
3.7412560,0.9753441,0.9907156,0.9615176,0.6691743,0.9830518,0.9580063,0.9849783,0.9885981,0.9993579,0.9440642,0.9490133,0.9575291,0.9914438,0.9831283,0.9998909
3.7419310,0.9746156,0.9906079,0.9612233,0.6646635,0.9831576,0.9581888,0.9849184,0.9886686,0.9993600,0.9440322,0.9490844,0.9576638,0.9915322,0.9832696,0.9998961
3.7426060,0.9738403,0.9905002,0.9609289,0.6601515,0.9832634,0.9583714,0.9848596,0.9887371,0.9993622,0.9440002,0.9491553,0.9578002,0.9916229,0.9834097,0.9999012
3.7432810,0.9730141,0.9903999,0.9606362,0.6554216,0.9833688,0.9585573,0.9849582,0.9888045,0.9993645,0.9440101,0.9492418,0.9579804,0.9917124,0.9835568,0.9999031
3.7439580,0.9721359,0.9903143,0.9603459,0.6502296,0.9834744,0.9587510,0.9853968,0.9888709,0.9993666,0.9441130,0.9493130,0.9581149,0.9918031,0.9837166,0.9998974
3.7446340,0.9712057,0.9902288,0.9600561,0.6450440,0.9835797,0.9589445,0.9858286,0.9889384,0.9993688,0.9442158,0.9493840,0.9582494,0.9918893,0.9838764,0.9998918
3.7453100,0.9702205,0.9901433,0.9597662,0.6398571,0.9836850,0.9591379,0.9862688,0.9890058,0.9993710,0.9443186,0.9494551,0.9583536,0.9919765,0.9840373,0.9998862
3.7459860,0.9691813,0.9900721,0.9594862,0.6344682,0.9837868,0.9593311,0.9867075,0.9890733,0.9993731,0.9444214,0.9495275,0.9584881,0.9920627,0.9841903,0.9998837
3.7466630,0.9680872,0.9900291,0.9592253,0.6286703,0.9838812,0.9595241,0.9871569,0.9891428,0.9993753,0.9445244,0.9495986,0.9585921,0.9921489,0.9843306,0.9998889
3.7473390,0.9669390,0.9899861,0.9589648,0.6228793,0.9839754,0.9597168,0.9876030,0.9892123,0.9993776,0.9446272,0.9496851,0.9587349,0.9922120,0.9844709,0.9998940
3.7480160,0.9657388,0.9899431,0.9587039,0.6170784,0.9840697,0.9599098,0.9880535,0.9892819,0.9993797,0.9447303,0.9497560,0.9588372,0.9922741,0.9846112,0.9998991
3.7486940,0.9644916,0.9898980,0.9584478,0.6110977,0.9841624,0.9601029,0.9884349,0.9893514,0.9993819,0.9448957,0.9498271,0.9589091,0.9923362,0.9847447,0.9999053
3.7493710,0.9631959,0.9898488,0.9582026,0.6047807,0.9842512,0.9602955,0.9886876,0.9894189,0.9993841,0.9452006,0.9498981,0.9590130,0.9923983,0.9848655,0.9999158
3.7500500,0.9618593,0.9897993,0.9579568,0.5984434,0.9843401,0.9604886,0.9889361,0.9894864,0.9993862,0.9455062,0.9499692,0.9591453,0.9924697,0.9849865,0.9999252
3.7507280,0.9604818,0.9897500,0.9577112,0.5921137,0.9844289,0.9606814,0.9891839,0.9895528,0.9993885,0.9458115,0.9500403,0.9592508,0.9925421,0.9851074,0.9999357
3.7514060,0.9590667,0.9896993,0.9574748,0.5857767,0.9845193,0.9608704,0.9893999,0.9896193,0.9993907,0.9461373,0.9501266,0.9594269,0.9926146,0.9852168,0.9999440
3.7520850,0.9576139,0.9896460,0.9572567,0.5794166,0.9846134,0.9610505,0.9895501,0.9896868,0.9993928,0.9465091,0.9501977,0.9595592,0.9926870,0.9852975,0.9999491
3.7527630,0.9561244,0.9895926,0.9570389,0.5730643,0.9847070,0.9612305,0.9896977,0.9897564,0.9993950,0.9468805,0.9502686,0.9596932,0.9927687,0.9853793,0.9999542
3.7534420,0.9546013,0.9895392,0.9568208,0.5667010,0.9848009,0.9614106,0.9898505,0.9898290,0.9993972,0.9472524,0.9503396,0.9598254,0.9928515,0.9854611,0.9999594
3.7541220,0.9530455,0.9894802,0.9565986,0.5604389,0.9848947,0.9615944,0.9899878,0.9899038,0.9993994,0.9476449,0.9504107,0.9599608,0.9929332,0.9855546,0.9999634
3.7548010,0.9514605,0.9894100,0.9563691,0.5544155,0.9849885,0.9617855,0.9901040,0.9899794,0.9994016,0.9480814,0.9504972,0.9601030,0.9930160,0.9856756,0.9999685
3.7554820,0.9498423,0.9893396,0.9561390,0.5483727,0.9850824,0.9619770,0.9902153,0.9900563,0.9994038,0.9485193,0.9505664,0.9602046,0.9930989,0.9857956,0.9999736
3.7561620,0.9482010,0.9892693,0.9559091,0.5423374,0.9851761,0.9621684,0.9903263,0.9901321,0.9994059,0.9489568,0.9506015,0.9603063,0.9931806,0.9859167,0.9999787
3.7568420,0.9465362,0.9892100,0.9556854,0.5364301,0.9852680,0.9623524,0.9904372,0.9902058,0.9994082,0.9493531,0.9506725,0.9603777,0.9932635,0.9860309,0.9999839
3.7575230,0.9448500,0.9891729,0.9554740,0.5307802,0.9853562,0.9625199,0.9905327,0.9902774,0.9994104,0.9496567,0.9507436,0.9604489,0.9933452,0.9861325,0.9999879
3.7582030,0.9431444,0.9891360,0.9552629,0.5251372,0.9854441,0.9626872,0.9906280,0.9903470,0.9994126,0.9499601,0.9507788,0.9605186,0.9934201,0.9862341,0.9999930
3.7588840,0.9414216,0.9890989,0.9550514,0.5194844,0.9855321,0.9628548,0.9907181,0.9904156,0.9994148,0.9502638,0.9508238,0.9606235,0.9934938,0.9863345,0.9999981
3.7595650,0.9396813,0.9890677,0.9548306,0.5140203,0.9856202,0.9630119,0.9908123,0.9904821,0.9994170,0.9505875,0.9508947,0.9607250,0.9935686,0.9864477,1.0000000
3.7602480,0.9379258,0.9890480,0.9545903,0.5089253,0.9857083,0.9631453,0.9908924,0.9905487,0.9994192,0.9509574,0.9509659,0.9608262,0.9936424,0.9865875,0.9999997
3.7609300,0.9361550,0.9890285,0.9543503,0.5038364,0.9857963,0.9632785,0.9909774,0.9906162,0.9994214,0.9513269,0.9510369,0.9609578,0.9937288,0.9867283,0.9999995
3.7616120,0.9343699,0.9890090,0.9541104,0.4987463,0.9858843,0.9634118,0.9910623,0.9906828,0.9994236,0.9516965,0.9511430,0.9610910,0.9938152,0.9868681,0.9999992
3.7622940,0.9325716,0.9889727,0.9538529,0.4937957,0.9859705,0.9635586,0.9911421,0.9907504,0.9994258,0.9521256,0.9512750,0.9612680,0.9939016,0.9870078,1.0000000
3.7629760,0.9307600,0.9889020,0.9535598,0.4891321,0.9860530,0.9637367,0.9912158,0.9908179,0.9994279,0.9526903,0.9513803,0.9613978,0.9939880,0.9871476,0.9999997
3.7636590,0.9289362,0.9888313,0.9532661,0.4844605,0.9861355,0.9639149,0.9912955,0.9908835,0.9994302,0.9532560,0.9514520,0.9614990,0.9940664,0.9872874,0.9999995
3.7643420,0.9271021,0.9887605,0.9529725,0.4797878,0.9862179,0.9640933,0.9913702,0.9909490,0.9994324,0.9538218,0.9515594,0.9616303,0.9941448,0.9874273,0.9999992
3.7650250,0.9252569,0.9886759,0.9526516,0.4752743,0.9863004,0.9642713,0.9914500,0.9910125,0.9994347,0.9543862,0.9516684,0.9617314,0.9942232,0.9875671,1.0000000
3.7657100,0.9234014,0.9885631,0.9522741,0.4710743,0.9863829,0.9644495,0.9915394,0.9910739,0.9994368,0.9549491,0.9517762,0.9618625,0.9943016,0.9877071,0.9999999
3.7663930,0.9215347,0.9884506,0.9518975,0.4668857,0.9864651,0.9646270,0.9916294,0.9911343,0.9994390,0.9555105,0.9519063,0.9620022,0.9943708,0.9878470,0.9999997
3.7670770,0.9196568,0.9883378,0.9515205,0.4626896,0.9865474,0.9648049,0.9917186,0.9911937,0.9994413,0.9560728,0.9520140,0.9621047,0.9944389,0.9879870,0.9999995
3.7677610,0.9177636,0.9882275,0.9511244,0.4586412,0.9866280,0.9649723,0.9917984,0.9912541,0.9994435,0.9566340,0.9521225,0.9622359,0.9945082,0.9881154,0.9999994
3.7684460,0.9158551,0.9881220,0.9506879,0.4548972,0.9867052,0.9651161,0.9918723,0.9913145,0.9994456,0.9571934,0.9521935,0.9623349,0.9945763,0.9882163,0.9999992
3.7691300,0.9139293,0.9880167,0.9502520,0.4511578,0.9867820,0.9652596,0.9919416,0.9913760,0.9994479,0.9577519,0.9522998,0.9624358,0.9946433,0.9883171,0.9999991
3.7698150,0.9119851,0.9879112,0.9498156,0.4474121,0.9868591,0.9654035,0.9920104,0.9914395,0.9994501,0.9583116,0.9523885,0.9625718,0.9947091,0.9884180,1.0000000
3.7705000,0.9100263,0.9877971,0.9493580,0.4437805,0.9869344,0.9655436,0.9920797,0.9915039,0.9994522,0.9588506,0.9524580,0.9626724,0.9947761,0.9885189,0.9999996
3.7711860,0.9080346,0.9876646,0.9488554,0.4403870,0.9870060,0.9656754,0.9921384,0.9915696,0.9994545,0.9593427,0.9525290,0.9627713,0.9948420,0.9886199,0.9999929
3.7718730,0.9060272,0.9875318,0.9483520,0.4369876,0.9870775,0.9658075,0.9921975,0.9916352,0.9994567,0.9598355,0.9526002,0.9628717,0.9949033,0.9887209,0.9999850
3.7725590,0.9039954,0.9873992,0.9478493,0.4335923,0.9871491,0.9659394,0.9922562,0.9916998,0.9994590,0.9603278,0.9526712,0.9629705,0.9949635,0.9888230,0.9999782
3.7732450,0.9019380,0.9872621,0.9473262,0.4302745,0.9872237,0.9660779,0.9923153,0.9917644,0.9994611,0.9608191,0.9527422,0.9630425,0.9950236,0.9889240,0.9999725
3.7739310,0.8998522,0.9871157,0.9467610,0.4271170,0.9873055,0.9662319,0.9923841,0.9918279,0.9994634,0.9613080,0.9528269,0.9631413,0.9950838,0.9890251,0.9999700
3.7746180,0.8977347,0.9869690,0.9461952,0.4239540,0.9873873,0.9663861,0.9924580,0.9918894,0.9994656,0.9617977,0.9528998,0.9632114,0.9951451,0.9891261,0.9999675
3.7753040,0.8955836,0.9868226,0.9456300,0.4207947,0.9874691,0.9665401,0.9925274,0.9919499,0.9994678,0.9622868,0.9530060,0.9632783,0.9952064,0.9892272,0.9999661
3.7759920,0.8933958,0.9866676,0.9450304,0.4176930,0.9875509,0.9666876,0.9925963,0.9920093,0.9994700,0.9627384,0.9530407,0.9633465,0.9952666,0.9893225,0.9999668
3.7766790,0.8911725,0.9864959,0.9443626,0.4147366,0.9876325,0.9668189,0.9926550,0.9920676,0.9994722,0.9630992,0.9531093,0.9634166,0.9953280,0.9894041,0.9999751
3.7773680,0.8889009,0.9863238,0.9436931,0.4117708,0.9877144,0.9669506,0.9927136,0.9921262,0.9994745,0.9634609,0.9531803,0.9634831,0.9953905,0.9894868,0.9999834
3.7780560,0.8865918,0.9861519,0.9430243,0.4088085,0.9877960,0.9670820,0.9927723,0.9921836,0.9994767,0.9638224,0.9532638,0.9636168,0.9954530,0.9895684,0.9999917
3.7787440,0.8842409,0.9859670,0.9423243,0.4059036,0.9878715,0.9672167,0.9928263,0.9922410,0.9994789,0.9642023,0.9532984,0.9637169,0.9955156,0.9896731,0.9999968
3.7794320,0.8818462,0.9857553,0.9415593,0.4031184,0.9879323,0.9673589,0.9928849,0.9922974,0.9994811,0.9646251,0.9533692,0.9638455,0.9955781,0.9898319,0.9999954
3.7801210,0.8794076,0.9855433,0.9407932,0.4003284,0.9879933,0.9675013,0.9929437,0.9923538,0.9994834,0.9650488,0.9534387,0.9639455,0.9956349,0.9899909,0.9999929
3.7808100,0.8769242,0.9853313,0.9400270,0.3975377,0.9880542,0.9676437,0.9930024,0.9924081,0.9994856,0.9654724,0.9534744,0.9640438,0.9956929,0.9901498,0.9999904
3.7814990,0.8743940,0.9850990,0.9392172,0.3947426,0.9881104,0.9677793,0.9930662,0.9924614,0.9994878,0.9658769,0.9535545,0.9641789,0.9957497,0.9902857,0.9999901
3.7821900,0.8718138,0.9848223,0.9383106,0.3919311,0.9881559,0.9678995,0.9931302,0.9925137,0.9994900,0.9662369,0.9535899,0.9642786,0.9958066,0.9903675,0.9999931
3.7828790,0.8691815,0.9845465,0.9374067,0.3891268,0.9882013,0.9680192,0.9931940,0.9925649,0.9994923,0.9665959,0.9536598,0.9643734,0.9958542,0.9904492,0.9999960
3.7835690,0.8664933,0.9842701,0.9365014,0.3863178,0.9882466,0.9681392,0.9932579,0.9926172,0.9994945,0.9669556,0.9536930,0.9644715,0.9959019,0.9905310,1.0000000
3.7842590,0.8637449,0.9839732,0.9355345,0.3835183,0.9882982,0.9682556,0.9933166,0.9926706,0.9994967,0.9672961,0.9537632,0.9645997,0.9959495,0.9905967,1.0000000
3.7849500,0.8609353,0.9836317,0.9344336,0.3807356,0.9883640,0.9683640,0.9933702,0.9927249,0.9994989,0.9675921,0.9538329,0.9647295,0.9959972,0.9906208,0.9999927
3.7856400,0.8580646,0.9832906,0.9333342,0.3779563,0.9884299,0.9684721,0.9934239,0.9927814,0.9995012,0.9678878,0.9539188,0.9648677,0.9960552,0.9906461,0.9999866
3.7863310,0.8551368,0.9829490,0.9322332,0.3751724,0.9884958,0.9685805,0.9934775,0.9928409,0.9995034,0.9681839,0.9539901,0.9649958,0.9961133,0.9906703,0.9999793
3.7870220,0.8521581,0.9825841,0.9310446,0.3724404,0.9885631,0.9686955,0.9935312,0.9929004,0.9995056,0.9684983,0.9540974,0.9650936,0.9961725,0.9907060,0.9999699
3.7877140,0.8491355,0.9821694,0.9296692,0.3698160,0.9886341,0.9688264,0.9935901,0.9929599,0.9995079,0.9688565,0.9542049,0.9651896,0.9962306,0.9907695,0.9999530
3.7884070,0.8460772,0.9817540,0.9282919,0.3671871,0.9887053,0.9689575,0.9936485,0.9930184,0.9995101,0.9692153,0.9543123,0.9652570,0.9962760,0.9908331,0.9999360
3.7890990,0.8429955,0.9813393,0.9269164,0.3645612,0.9887761,0.9690884,0.9937074,0.9930749,0.9995124,0.9695738,0.9544845,0.9653899,0.9963215,0.9908954,0.9999180
3.7897910,0.8398985,0.9808836,0.9254235,0.3619577,0.9888441,0.9692223,0.9937662,0.9931283,0.9995146,0.9699134,0.9546271,0.9654842,0.9963681,0.9909589,0.9999000
3.7904830,0.8367953,0.9803407,0.9236806,0.3594026,0.9889045,0.9693634,0.9938148,0.9931785,0.9995168,0.9702086,0.9547330,0.9655517,0.9964135,0.9910213,0.9998777
3.7911760,0.8336931,0.9797970,0.9219350,0.3568432,0.9889651,0.9695048,0.9938681,0.9932257,0.9995190,0.9705044,0.9548405,0.9656492,0.9964567,0.9910848,0.9998554
3.7918690,0.8306001,0.9792533,0.9201895,0.3542829,0.9890255,0.9696461,0.9939220,0.9932729,0.9995213,0.9708001,0.9549477,0.9657450,0.9965010,0.9911473,0.9998332
3.7925620,0.8275253,0.9786582,0.9182896,0.3517544,0.9890862,0.9697808,0.9939757,0.9933191,0.9995236,0.9711137,0.9550203,0.9658123,0.9965442,0.9912166,0.9998055
3.7932550,0.8244730,0.9779540,0.9160621,0.3492941,0.9891467,0.9698998,0.9940290,0.9933674,0.9995258,0.9714704,0.9551019,0.9659433,0.9965886,0.9912987,0.9997681
3.7939510,0.8214523,0.9772467,0.9138249,0.3468224,0.9892075,0.9700193,0.9940779,0.9934167,0.9995280,0.9718287,0.9551370,0.9660403,0.9966341,0.9913809,0.9997297
3.7946450,0.8184661,0.9765416,0.9115940,0.3443574,0.9892680,0.9701384,0.9941318,0.9934680,0.9995303,0.9721861,0.9552067,0.9661041,0.9966796,0.9914631,0.9996913
3.7953390,0.8155197,0.9757565,0.9092118,0.3419796,0.9893255,0.9702509,0.9941852,0.9935204,0.9995325,0.9725430,0.9552033,0.9661713,0.9967252,0.9915406,0.9996540
3.7960330,0.8126160,0.9747985,0.9065012,0.3397929,0.9893757,0.9703478,0.9942288,0.9935738,0.9995348,0.9728989,0.9552353,0.9662652,0.9967707,0.9916031,0.9996156
3.7967280,0.8097572,0.9738390,0.9037866,0.3376022,0.9894260,0.9704447,0.9942771,0.9936262,0.9995369,0.9732554,0.9552683,0.9663623,0.9967990,0.9916669,0.9995782
3.7974230,0.8069431,0.9728795,0.9010718,0.3354110,0.9894761,0.9705416,0.9943209,0.9936786,0.9995392,0.9736120,0.9553105,0.9664962,0.9968262,0.9917306,0.9995398
3.7981180,0.8041770,0.9718591,0.8982395,0.3332966,0.9895219,0.9706385,0.9943744,0.9937289,0.9995415,0.9738786,0.9553447,0.9665916,0.9968522,0.9917932,0.9995046
3.7988150,0.8014668,0.9707021,0.8951413,0.3313452,0.9895570,0.9707357,0.9944335,0.9937782,0.9995437,0.9739272,0.9554143,0.9666868,0.9968783,0.9918571,0.9994770
3.7995110,0.7988229,0.9695466,0.8920473,0.3293963,0.9895920,0.9708327,0.9944921,0.9938265,0.9995460,0.9739757,0.9554488,0.9667821,0.9968825,0.9919210,0.9994494
3.8002060,0.7962635,0.9683929,0.8889577,0.3274495,0.9896270,0.9709296,0.9945505,0.9938727,0.9995483,0.9740241,0.9555169,0.9669075,0.9968867,0.9919836,0.9994217
3.8009030,0.7938182,0.9671846,0.8857928,0.3255362,0.9896650,0.9710267,0.9946046,0.9939180,0.9995524,0.9740366,0.9556065,0.9670411,0.9968921,0.9920533,0.9993920
3.8015990,0.7915217,0.9658622,0.8824822,0.3237146,0.9897100,0.9711233,0.9946581,0.9939621,0.9995567,0.9739618,0.9557101,0.9671363,0.9968963,0.9921356,0.9993589
3.8022960,0.7894178,0.9645378,0.8791667,0.3218901,0.9897550,0.9712201,0.9947116,0.9940053,0.9995559,0.9738868,0.9557820,0.9672314,0.9969281,0.9922180,0.9993259
3.8029930,0.7875543,0.9632133,0.8758510,0.3200649,0.9898001,0.9713169,0.9947656,0.9940474,0.9995553,0.9738119,0.9558878,0.9673264,0.9969611,0.9923004,0.9992929
3.8036900,0.7859842,0.9618392,0.8725175,0.3183445,0.9898467,0.9714072,0.9948141,0.9940896,0.9995545,0.9737187,0.9559591,0.9673913,0.9969930,0.9923666,0.9992621
3.8043890,0.7847586,0.9603530,0.8691356,0.3168467,0.9898971,0.9714820,0.9948628,0.9941307,0.9995538,0.9735808,0.9560288,0.9674844,0.9970249,0.9923914,0.9992345
3.8050870,0.7839232,0.9588690,0.8657584,0.3153507,0.9899474,0.9715566,0.9949113,0.9941728,0.9995537,0.9734430,0.9560728,0.9676178,0.9970556,0.9924162,0.9992058
3.8057850,0.7835189,0.9573848,0.8623811,0.3138544,0.9899976,0.9716312,0.9949552,0.9942160,0.9995535,0.9733052,0.9561086,0.9677126,0.9970851,0.9924421,0.9991782
3.8064830,0.7835700,0.9559184,0.8590151,0.3125628,0.9900449,0.9717154,0.9950037,0.9942602,0.9995534,0.9732034,0.9561777,0.9678075,0.9971159,0.9924726,0.9991462
3.8071820,0.7840920,0.9544904,0.8556705,0.3117367,0.9900849,0.9718232,0.9950473,0.9943065,0.9995533,0.9731895,0.9562108,0.9679306,0.9971466,0.9925170,0.9991025
3.8078800,0.7850806,0.9530643,0.8523306,0.3109116,0.9901249,0.9719309,0.9950958,0.9943528,0.9995513,0.9731756,0.9562804,0.9679969,0.9971612,0.9925614,0.9990587
3.8085790,0.7865197,0.9516362,0.8489857,0.3100850,0.9901649,0.9720386,0.9951444,0.9944001,0.9995493,0.9731617,0.9563689,0.9681267,0.9971759,0.9926059,0.9990150
3.8092790,0.7883786,0.9502657,0.8456688,0.3096009,0.9902050,0.9721433,0.9951982,0.9944464,0.9995473,0.9731477,0.9564762,0.9682179,0.9971894,0.9926504,0.9989691
3.8099780,0.7906166,0.9490281,0.8424288,0.3098719,0.9902450,0.9722400,0.9952720,0.9944917,0.9995453,0.9731335,0.9565821,0.9682841,0.9972041,0.9926949,0.9989200
3.8106790,0.7931879,0.9477869,0.8391792,0.3101437,0.9902851,0.9723368,0.9953511,0.9945349,0.9995433,0.9731194,0.9566896,0.9683768,0.9972050,0.9927395,0.9988709
3.8113790,0.7960425,0.9465476,0.8359342,0.3104150,0.9903251,0.9724336,0.9954250,0.9945761,0.9995413,0.9731053,0.9567593,0.9684412,0.9972059,0.9927840,0.9988218
3.8120800,0.7991304,0.9453097,0.8327237,0.3110017,0.9903622,0.9725272,0.9954941,0.9946152,0.9995394,0.9730729,0.9568287,0.9685339,0.9972068,0.9928228,0.9987748
3.8127800,0.8024049,0.9440807,0.8296033,0.3122747,0.9903920,0.9726127,0.9955426,0.9946533,0.9995374,0.9729961,0.9569115,0.9686316,0.9972077,0.9928489,0.9987311
3.8134810,0.8058200,0.9428500,0.8264784,0.3135499,0.9904220,0.9726983,0.9955863,0.9946924,0.9995329,0.9729191,0.9569445,0.9687243,0.9972098,0.9928739,0.9986874
3.8141820,0.8093340,0.9416192,0.8233533,0.3148254,0.9904519,0.9727839,0.9956350,0.9947315,0.9995284,0.9728423,0.9569770,0.9687885,0.9972130,0.9929000,0.9986425
3.8148840,0.8129092,0.9403703,0.8202480,0.3163447,0.9904876,0.9728697,0.9956787,0.9947717,0.9995239,0.9727471,0.9569735,0.9688526,0.9972152,0.9929366,0.9986021
3.8155850,0.8165119,0.9390859,0.8172025,0.3184125,0.9905376,0.9729554,0.9957221,0.9948139,0.9995193,0.9726069,0.9570055,0.9689134,0.9972184,0.9929997,0.9985691
3.8162890,0.8201106,0.9377959,0.8141440,0.3204897,0.9905879,0.9730412,0.9957609,0.9948571,0.9995173,0.9724661,0.9570042,0.9689772,0.9972539,0.9930641,0.9985351
3.8169910,0.8236807,0.9365097,0.8110939,0.3225617,0.9906380,0.9731270,0.9958046,0.9949014,0.9995152,0.9723256,0.9570413,0.9690413,0.9972905,0.9931273,0.9985021
3.8176930,0.8272020,0.9351907,0.8080617,0.3247525,0.9906881,0.9732064,0.9958483,0.9949467,0.9995133,0.9721848,0.9570757,0.9691037,0.9973259,0.9931905,0.9984681
3.8183960,0.8306602,0.9337945,0.8050667,0.3272192,0.9907383,0.9732699,0.9958917,0.9949910,0.9995113,0.9720430,0.9571086,0.9691358,0.9973626,0.9932549,0.9984352
3.8190990,0.8340429,0.9323983,0.8020716,0.3296866,0.9907885,0.9733333,0.9959405,0.9950343,0.9995043,0.9719011,0.9571780,0.9691997,0.9973969,0.9933194,0.9984011
3.8198020,0.8373432,0.9310022,0.7990763,0.3321544,0.9908387,0.9733969,0.9959843,0.9950776,0.9994972,0.9717592,0.9572123,0.9692336,0.9974324,0.9933826,0.9983682
3.8205050,0.8405599,0.9295821,0.7960905,0.3346803,0.9908859,0.9734605,0.9960327,0.9951188,0.9994901,0.9715989,0.9572941,0.9693275,0.9974667,0.9934529,0.9983299
3.8212100,0.8436900,0.9281039,0.7931179,0.3373448,0.9909260,0.9735244,0.9960868,0.9951590,0.9994831,0.9713920,0.9573650,0.9694195,0.9975011,0.9935359,0.9982797
3.8219140,0.8467335,0.9266276,0.7901493,0.3400060,0.9909659,0.9735883,0.9961407,0.9951992,0.9994776,0.9711852,0.9574349,0.9695116,0.9975148,0.9936189,0.9982307
3.8226180,0.8496894,0.9251514,0.7871806,0.3426679,0.9910059,0.9736522,0.9961942,0.9952374,0.9994720,0.9709783,0.9575409,0.9696036,0.9975296,0.9937020,0.9981805
3.8233230,0.8525587,0.9236946,0.7842032,0.3452956,0.9910446,0.9737253,0.9962380,0.9952755,0.9994665,0.9707890,0.9576124,0.9697256,0.9975444,0.9937746,0.9981325
3.8240270,0.8553404,0.9222892,0.7812194,0.3478307,0.9910793,0.9738220,0.9962716,0.9953116,0.9994610,0.9706446,0.9576818,0.9698193,0.9975581,0.9938195,0.9980888
3.8247320,0.8580314,0.9208819,0.7782313,0.3503702,0.9911143,0.9739188,0.9963002,0.9953477,0.9994557,0.9705000,0.9577663,0.9699780,0.9975580,0.9938645,0.9980441
3.8254380,0.8606317,0.9194726,0.7752389,0.3529137,0.9911493,0.9740157,0.9963288,0.9953818,0.9994505,0.9703553,0.9578358,0.9700697,0.9975568,0.9939095,0.9980004
3.8261430,0.8631383,0.9180641,0.7722384,0.3553909,0.9911828,0.9741184,0.9963626,0.9954158,0.9994453,0.9701741,0.9579065,0.9701316,0.9975567,0.9939544,0.9979535
3.8268500,0.8655511,0.9166486,0.7692010,0.3577286,0.9912127,0.9742369,0.9964012,0.9954499,0.9994401,0.9698991,0.9579760,0.9701931,0.9975567,0.9939995,0.9979044
