Wavelength,1TB,2TB,3TB_1,3TB_2,4TB,5TB,6TB,7TB,8TB,9TB,11TB,12TB,13TB,14TB,15TB,16TB,17TB,18TB,19TB,20TB,21TB,22TB,23TB,24TB,25TB,26aTB,26bTB,27aTB,28TB,29TB
3.23732300,0.88005892,0.89048788,0.95534980,0.94241524,0.92165871,0.92903467,0.91617838,0.92932389,0.94735705,0.93582525,0.93257380,0.94909059,0.89721801,0.85737671,0.82736228,0.87000520,0.91846886,0.95422658,0.93157793,0.95040744,0.95982470,0.95334863,0.89076033,0.91449511,0.89969106,0.90094215,0.95758048,0.92751995,0.93568070,0.92941427
3.23782800,0.88028063,0.89065111,0.95538184,0.94246025,0.92175026,0.92913094,0.91621414,0.92941702,0.94740164,0.93588280,0.93265790,0.94910218,0.89732013,0.85736879,0.82767616,0.87016216,0.91857778,0.95427649,0.93165822,0.95044246,0.95985451,0.95337557,0.89082735,0.91453954,0.89972981,0.90104248,0.95763031,0.92761851,0.93572469,0.92947535
3.23833400,0.88050237,0.89081332,0.95541080,0.94250631,0.92183157,0.92922620,0.91625608,0.92951119,0.94744522,0.93594646,0.93274405,0.94910261,0.89742643,0.85735769,0.82798167,0.87031605,0.91868058,0.95432438,0.93174260,0.95047543,0.95988838,0.95340353,0.89089542,0.91458605,0.89976345,0.90114902,0.95768014,0.92771810,0.93577479,0.92953644
3.23883900,0.88072307,0.89097242,0.95543768,0.94255235,0.92190057,0.92931527,0.91630729,0.92960739,0.94749184,0.93601214,0.93283121,0.94909289,0.89753271,0.85734335,0.82828086,0.87046991,0.91877618,0.95437125,0.93183106,0.95050840,0.95992629,0.95343553,0.89096450,0.91463876,0.89979604,0.90126175,0.95772794,0.92781258,0.93583096,0.92959445
3.23934500,0.88094482,0.89112947,0.95546355,0.94260046,0.92195831,0.92939613,0.91636365,0.92970258,0.94754153,0.93607478,0.93291635,0.94907810,0.89763277,0.85732584,0.82857800,0.87062691,0.91886770,0.95441712,0.93192158,0.95054240,0.95996523,0.95347464,0.89103872,0.91470184,0.89983070,0.90137966,0.95777374,0.92790095,0.93589324,0.92965248
3.23985100,0.88116452,0.89128031,0.95548838,0.94265062,0.92200682,0.92946875,0.91642104,0.92979470,0.94759731,0.93613032,0.93299638,0.94906332,0.89772244,0.85730618,0.82887514,0.87078908,0.91895512,0.95446198,0.93201108,0.95057743,0.96000315,0.95351983,0.89111704,0.91477423,0.89987050,0.90149861,0.95781751,0.92798321,0.93595755,0.92970846
3.24035700,0.88138422,0.89142495,0.95551527,0.94270182,0.92205328,0.92953417,0.91647740,0.92988068,0.94765716,0.93617671,0.93306928,0.94905462,0.89780171,0.85728331,0.82917229,0.87095437,0.91904152,0.95450480,0.93209751,0.95061450,0.96004006,0.95357009,0.89119946,0.91485283,0.89991543,0.90161447,0.95786128,0.92806037,0.93602288,0.92976751
3.24086300,0.88160083,0.89156028,0.95554527,0.94275506,0.92210487,0.92959547,0.91652862,0.92996255,0.94772108,0.93621498,0.93313606,0.94905607,0.89786954,0.85725402,0.82946735,0.87112484,0.91912894,0.95454662,0.93218088,0.95065363,0.96007292,0.95362339,0.89128598,0.91493453,0.89996653,0.90172413,0.95790404,0.92813753,0.93608821,0.92982860
3.24137000,0.88181644,0.89168633,0.95557837,0.94280935,0.92216877,0.92965679,0.91657470,0.93003829,0.94778805,0.93624717,0.93319571,0.94906971,0.89792907,0.85721941,0.82975719,0.87129844,0.91921638,0.95458743,0.93225814,0.95069584,0.96010376,0.95367568,0.89137457,0.91501522,0.90002175,0.90183071,0.95794883,0.92821674,0.93615456,0.92989583
3.24187700,0.88203205,0.89180306,0.95561353,0.94286570,0.92225215,0.92972120,0.91661872,0.93010994,0.94785401,0.93627834,0.93325333,0.94909451,0.89798028,0.85717839,0.83003864,0.87147618,0.91930383,0.95462723,0.93233131,0.95074010,0.96013258,0.95372392,0.89146316,0.91508970,0.90008005,0.90193420,0.95799362,0.92830105,0.93622194,0.92996818
3.24238300,0.88224662,0.89191356,0.95564972,0.94292512,0.92235295,0.92979177,0.91666273,0.93017850,0.94791997,0.93631154,0.93331093,0.94912844,0.89802523,0.85713198,0.83030642,0.87165598,0.91939125,0.95466600,0.93239937,0.95078741,0.96015936,0.95376607,0.89154764,0.91515693,0.90013936,0.90203973,0.95804043,0.92838943,0.93629133,0.93004460
3.24289000,0.88246019,0.89202099,0.95568591,0.94298763,0.92247015,0.92986853,0.91671190,0.93024399,0.94798390,0.93634880,0.93337262,0.94916745,0.89806500,0.85708026,0.83056373,0.87183995,0.91947870,0.95470479,0.93246131,0.95083475,0.96018514,0.95380114,0.89162803,0.91521692,0.90019767,0.90214942,0.95808825,0.92847987,0.93636073,0.93012409
3.24339700,0.88267376,0.89212738,0.95572005,0.94305220,0.92259761,0.92994838,0.91676725,0.93030744,0.94804783,0.93638912,0.93343942,0.94920747,0.89809958,0.85702639,0.83081159,0.87202391,0.91956512,0.95474357,0.93251712,0.95088515,0.96021092,0.95383114,0.89170330,0.91527070,0.90025391,0.90226531,0.95813708,0.92857030,0.93643115,0.93020359
3.24390400,0.88288630,0.89223585,0.95575212,0.94311883,0.92272508,0.93002617,0.91683289,0.93037089,0.94811074,0.93643248,0.93351335,0.94924750,0.89813103,0.85697038,0.83105842,0.87220582,0.91965359,0.95478236,0.93256783,0.95093556,0.96023669,0.95385810,0.89177550,0.91532139,0.90030606,0.90238740,0.95818490,0.92865666,0.93649954,0.93028308
3.24441200,0.88309577,0.89235158,0.95578317,0.94318546,0.92284742,0.93009883,0.91690679,0.93043436,0.94817367,0.93647686,0.93359445,0.94928550,0.89816251,0.85691440,0.83130843,0.87238464,0.91974516,0.95482115,0.93261447,0.95098803,0.96026248,0.95388710,0.89184566,0.91537105,0.90035513,0.90251675,0.95823172,0.92873895,0.93656591,0.93036157
3.24491900,0.88330112,0.89247454,0.95581421,0.94324798,0.92295746,0.93016428,0.91698787,0.93050191,0.94823556,0.93651921,0.93367859,0.94932147,0.89819708,0.85685839,0.83156577,0.87255930,0.91984183,0.95485893,0.93265905,0.95104253,0.96028724,0.95391913,0.89191479,0.91542173,0.90039700,0.90264917,0.95827651,0.92881715,0.93662618,0.93043801
3.24542700,0.88350340,0.89260787,0.95584630,0.94330743,0.92305316,0.93022047,0.91707309,0.93057255,0.94829544,0.93656157,0.93376376,0.94935542,0.89823792,0.85680240,0.83183260,0.87273088,0.91994263,0.95489772,0.93270569,0.95110013,0.96030898,0.95395624,0.89198290,0.91547243,0.90043273,0.90278369,0.95832030,0.92889128,0.93668037,0.93051445
3.24593500,0.88370260,0.89274949,0.95588044,0.94335968,0.92313656,0.93027050,0.91716037,0.93065036,0.94834922,0.93660392,0.93384384,0.94938734,0.89828812,0.85674641,0.83210154,0.87290039,0.92004752,0.95493754,0.93275846,0.95115977,0.96032869,0.95399638,0.89205000,0.91552313,0.90046434,0.90291718,0.95836207,0.92896541,0.93672846,0.93058988
3.24644300,0.88390180,0.89289939,0.95591666,0.94340474,0.92320971,0.93031743,0.91724662,0.93073228,0.94839689,0.93664933,0.93391678,0.94941824,0.89834665,0.85669042,0.83236734,0.87306990,0.92015447,0.95497633,0.93282144,0.95122043,0.96034536,0.95403754,0.89211401,0.91557383,0.90049185,0.90305067,0.95840182,0.92904159,0.93676844,0.93066531
3.24695100,0.88410306,0.89305447,0.95595287,0.94344466,0.92327773,0.93036540,0.91733081,0.93081830,0.94843644,0.93669981,0.93397951,0.94944711,0.89841245,0.85663442,0.83262370,0.87324253,0.92026142,0.95501716,0.93289565,0.95128110,0.96036101,0.95407668,0.89217496,0.91562454,0.90051936,0.90318003,0.95844055,0.92912082,0.93680130,0.93073869
3.24746000,0.88430846,0.89320750,0.95598703,0.94347843,0.92334679,0.93041750,0.91740987,0.93090433,0.94846786,0.93675842,0.93403206,0.94947599,0.89848348,0.85658166,0.83286328,0.87341725,0.92036531,0.95505800,0.93297805,0.95133871,0.96037465,0.95411278,0.89223387,0.91567422,0.90054996,0.90330631,0.95847728,0.92920415,0.93682707,0.93080903
3.24796800,0.88451694,0.89335327,0.95601809,0.94350910,0.92341994,0.93047679,0.91748274,0.93098625,0.94849215,0.93682516,0.93407746,0.94950487,0.89855449,0.85653208,0.83308708,0.87359196,0.92046508,0.95509984,0.93306452,0.95139118,0.96038929,0.95414380,0.89229071,0.91572493,0.90058363,0.90342948,0.95851400,0.92929053,0.93684572,0.93087322
3.24847700,0.88472750,0.89348769,0.95604296,0.94353773,0.92349925,0.93054330,0.91754945,0.93106101,0.94851341,0.93689901,0.93412082,0.94953476,0.89862345,0.85648681,0.83330041,0.87376565,0.92056180,0.95514271,0.93315202,0.95143651,0.96040496,0.95417180,0.89234860,0.91577668,0.90062040,0.90354957,0.95855072,0.92937691,0.93686032,0.93093027
3.24898500,0.88493495,0.89360552,0.95606473,0.94356635,0.92358675,0.93061597,0.91760996,0.93112961,0.94853567,0.93697691,0.93416520,0.94956262,0.89868822,0.85644579,0.83350952,0.87393312,0.92065338,0.95518759,0.93323441,0.95147362,0.96042366,0.95419979,0.89240750,0.91582842,0.90065613,0.90366758,0.95858946,0.92946227,0.93687288,0.93097812
3.24949400,0.88513728,0.89370992,0.95608445,0.94359703,0.92368247,0.93069278,0.91766637,0.93119310,0.94856099,0.93705788,0.93421571,0.94959049,0.89874885,0.85640693,0.83372497,0.87409232,0.92074292,0.95523248,0.93331068,0.95150666,0.96044439,0.95423083,0.89246641,0.91588225,0.90068776,0.90378561,0.95863023,0.92954356,0.93688647,0.93101985
3.25000400,0.88532831,0.89380503,0.95610418,0.94362978,0.92378333,0.93077372,0.91771868,0.93125455,0.94859344,0.93713783,0.93427236,0.94961532,0.89880327,0.85636809,0.83395096,0.87424429,0.92083146,0.95527840,0.93338084,0.95153664,0.96046715,0.95426694,0.89252329,0.91593506,0.90070914,0.90390470,0.95867504,0.92962079,0.93690616,0.93105649
3.25051400,0.88551008,0.89389497,0.95612907,0.94366768,0.92388726,0.93085672,0.91776996,0.93131908,0.94863403,0.93721170,0.93433410,0.94963610,0.89885457,0.85632497,0.83419061,0.87439006,0.92091999,0.95532331,0.93344589,0.95156662,0.96049093,0.95430913,0.89257608,0.91598788,0.90071921,0.90402689,0.95872390,0.92969495,0.93693296,0.93109210
3.25102300,0.88568257,0.89398696,0.95615911,0.94370967,0.92399323,0.93093971,0.91781916,0.93139078,0.94868172,0.93727641,0.93439890,0.94965077,0.89890064,0.85627327,0.83444180,0.87453374,0.92100852,0.95536618,0.93350991,0.95159965,0.96051369,0.95435537,0.89262372,0.91603757,0.90071489,0.90415010,0.95877275,0.92976605,0.93696990,0.93112975
3.25153200,0.88585095,0.89408724,0.95619740,0.94375577,0.92409921,0.93102373,0.91786837,0.93147067,0.94873449,0.93732996,0.93446370,0.94965936,0.89894359,0.85620980,0.83470035,0.87468156,0.92109909,0.95540601,0.93357495,0.95163679,0.96053443,0.95440364,0.89266623,0.91608622,0.90069927,0.90427227,0.95882261,0.92983715,0.93701496,0.93117149
3.25204200,0.88602141,0.89419996,0.95624087,0.94380497,0.92420519,0.93110570,0.91791759,0.93156083,0.94878829,0.93737031,0.93452545,0.94966288,0.89898345,0.85613244,0.83496210,0.87483873,0.92118968,0.95544280,0.93364102,0.95167701,0.96055213,0.95445293,0.89270569,0.91613386,0.90067545,0.90439240,0.95886945,0.92991030,0.93706512,0.93121834
3.25255200,0.88619907,0.89432510,0.95628949,0.94385623,0.92431015,0.93118665,0.91796578,0.93165611,0.94884006,0.93739949,0.93458414,0.94966436,0.89902227,0.85604225,0.83522280,0.87500833,0.92128130,0.95547352,0.93370914,0.95171928,0.96056780,0.95450019,0.89274515,0.91618254,0.90064854,0.90450531,0.95891022,0.92998549,0.93711629,0.93127030
3.25306200,0.88638807,0.89446267,0.95633915,0.94390748,0.92441409,0.93126554,0.91801397,0.93175447,0.94888675,0.93741851,0.93464283,0.94966585,0.89906108,0.85594135,0.83548350,0.87518933,0.92137292,0.95550119,0.93377624,0.95175950,0.96058044,0.95454543,0.89279178,0.91623225,0.90062369,0.90460995,0.95894595,0.93006374,0.93716441,0.93132635
3.25357300,0.88659149,0.89460957,0.95638676,0.94395773,0.92451804,0.93134136,0.91806115,0.93185182,0.94892531,0.93743246,0.93470153,0.94966938,0.89910096,0.85583298,0.83574740,0.87537864,0.92146353,0.95552583,0.93383927,0.95179564,0.96059207,0.95458662,0.89284459,0.91628508,0.90060605,0.90470428,0.95897360,0.93014404,0.93720544,0.93138446
3.25408200,0.88680415,0.89476369,0.95642918,0.94400589,0.92461890,0.93141509,0.91810933,0.93194402,0.94895674,0.93744640,0.93476429,0.94967797,0.89914184,0.85572028,0.83601756,0.87557102,0.92155309,0.95555147,0.93389818,0.95182663,0.96060267,0.95462476,0.89290556,0.91634099,0.90059864,0.90479031,0.95899517,0.93022228,0.93723832,0.93144459
3.25459400,0.88702510,0.89491994,0.95646649,0.94405203,0.92471671,0.93148887,0.91815960,0.93202909,0.94898209,0.93746341,0.93483118,0.94969064,0.89918590,0.85560765,0.83629411,0.87575932,0.92164064,0.95557815,0.93395407,0.95185255,0.96061229,0.95465988,0.89297170,0.91639798,0.90060156,0.90487330,0.95901373,0.93029750,0.93726413,0.93150373
3.25510500,0.88724810,0.89507411,0.95649552,0.94409713,0.92480528,0.93156366,0.91821090,0.93210696,0.94900337,0.93748752,0.93490111,0.94970838,0.89923307,0.85549713,0.83657695,0.87593725,0.92172716,0.95560887,0.93400586,0.95187640,0.96062189,0.95469398,0.89303886,0.91645289,0.90061575,0.90495731,0.95902926,0.93036760,0.93728485,0.93156081
3.25561500,0.88746593,0.89522101,0.95651629,0.94414017,0.92488360,0.93164050,0.91826527,0.93217663,0.94902668,0.93751873,0.93497204,0.94973118,0.89928125,0.85538980,0.83685871,0.87610066,0.92181366,0.95564365,0.93405765,0.95189819,0.96063047,0.95472503,0.89310190,0.91650157,0.90064124,0.90504750,0.95904579,0.93043260,0.93730353,0.93161584
3.25612600,0.88767761,0.89535862,0.95652984,0.94418014,0.92494962,0.93172147,0.91832171,0.93224221,0.94905507,0.93755808,0.93504198,0.94975805,0.89933050,0.85528677,0.83713632,0.87625270,0.92190018,0.95568248,0.93410944,0.95192102,0.96063907,0.95475508,0.89315881,0.91654302,0.90067599,0.90514598,0.95906435,0.93049557,0.93732323,0.93166885
3.25663700,0.88787900,0.89548278,0.95653617,0.94421805,0.92500334,0.93180554,0.91837919,0.93230267,0.94909059,0.93760047,0.93510885,0.94978899,0.89938079,0.85518801,0.83740132,0.87639335,0.92198567,0.95572436,0.93416226,0.95194692,0.96064867,0.95478411,0.89320956,0.91657309,0.90071792,0.90525272,0.95908493,0.93055650,0.93734496,0.93171980
3.25714900,0.88807115,0.89559557,0.95653632,0.94425083,0.92504682,0.93189373,0.91843667,0.93236212,0.94913628,0.93764592,0.93517165,0.94982298,0.89943006,0.85509034,0.83765269,0.87652884,0.92207015,0.95576524,0.93421611,0.95197386,0.96066031,0.95481214,0.89325624,0.91659282,0.90076296,0.90536362,0.95910854,0.93061846,0.93736976,0.93176873
3.25766000,0.88825196,0.89570110,0.95653440,0.94427949,0.92508413,0.93198089,0.91849209,0.93241950,0.94918908,0.93768832,0.93523037,0.94985899,0.89947828,0.85499479,0.83789144,0.87666432,0.92215155,0.95580408,0.93426994,0.95200386,0.96067296,0.95483915,0.89330187,0.91660528,0.90080798,0.90547244,0.95913518,0.93068347,0.93739556,0.93181663
3.25817300,0.88842354,0.89580357,0.95653146,0.94430509,0.92512147,0.93206704,0.91854238,0.93247794,0.94924800,0.93772667,0.93528502,0.94989806,0.89952237,0.85490036,0.83812499,0.87680191,0.92222990,0.95583990,0.93432381,0.95203492,0.96068765,0.95486617,0.89334958,0.91661364,0.90084994,0.90557303,0.95916285,0.93075055,0.93742138,0.93186455
3.25868500,0.88858894,0.89590809,0.95653058,0.94432863,0.92516188,0.93214907,0.91858855,0.93253534,0.94930691,0.93775892,0.93533763,0.94993611,0.89956124,0.85480375,0.83835958,0.87694363,0.92230413,0.95587064,0.93437664,0.95206698,0.96070537,0.95489319,0.89340241,0.91662405,0.90088368,0.90566328,0.95919151,0.93081863,0.93744515,0.93191348
3.25919600,0.88874814,0.89601673,0.95653485,0.94435318,0.92520945,0.93222284,0.91862852,0.93259478,0.94936378,0.93778303,0.93538716,0.94997212,0.89959176,0.85470391,0.83860150,0.87708636,0.92237323,0.95589630,0.93442844,0.95210005,0.96072511,0.95492020,0.89346137,0.91664169,0.90090815,0.90574007,0.95922321,0.93088670,0.93746689,0.93196342
3.25970900,0.88890635,0.89613164,0.95654533,0.94438084,0.92526524,0.93228841,0.91866440,0.93265322,0.94941559,0.93780006,0.93543672,0.95000510,0.89961505,0.85459770,0.83885715,0.87722914,0.92244133,0.95591793,0.93448128,0.95213418,0.96074588,0.95494824,0.89352549,0.91666972,0.90092135,0.90580760,0.95925491,0.93095582,0.93748459,0.93201440
3.26022100,0.88906454,0.89624859,0.95656406,0.94441157,0.92533128,0.93234573,0.91869924,0.93271267,0.94946128,0.93781098,0.93548525,0.95003300,0.89963103,0.85448610,0.83912223,0.87736880,0.92250736,0.95593548,0.93453513,0.95216830,0.96076766,0.95497829,0.89359370,0.91670912,0.90092427,0.90587305,0.95928762,0.93102391,0.93750126,0.93206538
3.26073300,0.88922686,0.89636140,0.95658898,0.94444641,0.92540347,0.93239482,0.91873613,0.93277213,0.94950088,0.93781783,0.93553479,0.95005786,0.89964389,0.85436916,0.83939469,0.87750432,0.92257545,0.95595000,0.93459001,0.95220139,0.96078842,0.95500936,0.89366601,0.91675888,0.90091588,0.90594264,0.95932134,0.93109404,0.93751590,0.93211431
3.26124600,0.88939538,0.89646492,0.95662010,0.94448537,0.92548183,0.93243774,0.91878025,0.93283365,0.94953743,0.93782368,0.93558537,0.95007968,0.89965781,0.85424688,0.83966507,0.87763882,0.92264561,0.95596352,0.93464898,0.95223142,0.96080716,0.95504247,0.89374141,0.91681486,0.90090032,0.90602154,0.95935406,0.93116724,0.93753156,0.93216223
3.26175800,0.88956903,0.89655704,0.95665432,0.94452741,0.92556222,0.93247859,0.91883260,0.93289618,0.94957093,0.93783054,0.93563900,0.95010149,0.89967587,0.85412350,0.83992703,0.87777331,0.92271677,0.95597601,0.93471101,0.95225836,0.96082185,0.95507760,0.89382090,0.91687187,0.90087755,0.90610973,0.95938576,0.93124450,0.93754722,0.93220912
3.26227200,0.88974683,0.89663677,0.95668752,0.94457256,0.92564264,0.93251947,0.91889629,0.93296079,0.94960241,0.93784351,0.93569266,0.95012534,0.89970335,0.85400338,0.84017539,0.87791094,0.92278900,0.95598953,0.93477714,0.95227919,0.96083249,0.95511072,0.89390041,0.91692580,0.90085069,0.90620520,0.95941646,0.93132588,0.93756289,0.93225501
3.26278500,0.88992668,0.89670614,0.95671761,0.94461769,0.92572100,0.93256240,0.91896924,0.93302641,0.94963286,0.93786460,0.93574529,0.95015122,0.89974016,0.85388752,0.84040587,0.87805582,0.92285813,0.95600406,0.93484633,0.95229386,0.96083806,0.95514180,0.89397992,0.91697143,0.90082280,0.90630271,0.95944615,0.93140724,0.93757653,0.93229987
3.26329900,0.89010243,0.89676931,0.95674359,0.94466490,0.92579424,0.93260946,0.91904633,0.93309307,0.94966129,0.93789280,0.93579282,0.95018117,0.89978220,0.85377916,0.84062166,0.87820796,0.92292625,0.95602266,0.93491758,0.95230547,0.96083858,0.95516681,0.89405534,0.91700984,0.90079389,0.90639612,0.95947483,0.93148555,0.93758814,0.93234679
3.26381200,0.89027097,0.89683143,0.95676543,0.94471209,0.92586132,0.93266165,0.91912546,0.93315972,0.94968768,0.93792811,0.93583422,0.95021619,0.89982839,0.85367827,0.84082482,0.87836527,0.92299128,0.95604225,0.93498677,0.95231502,0.96083402,0.95518674,0.89412152,0.91704201,0.90076805,0.90648123,0.95950250,0.93155774,0.93759772,0.93239471
3.26432600,0.89043128,0.89689668,0.95678419,0.94475724,0.92592226,0.93271695,0.91920152,0.93322536,0.94971103,0.93796851,0.93586747,0.95025629,0.89987251,0.85358275,0.84102276,0.87852572,0.92305326,0.95606288,0.93505291,0.95232459,0.96082642,0.95520061,0.89417747,0.91707110,0.90074428,0.90655604,0.95952916,0.93162076,0.93760425,0.93244367
3.26483900,0.89058335,0.89696812,0.95680087,0.94480135,0.92597704,0.93277430,0.91927344,0.93328791,0.94973030,0.93800991,0.93589459,0.95029943,0.89991245,0.85349256,0.84121752,0.87868511,0.92311522,0.95608349,0.93511087,0.95233823,0.96081680,0.95521243,0.89422212,0.91710121,0.90072563,0.90662359,0.95955582,0.93167356,0.93761078,0.93249160
3.26535300,0.89073131,0.89704579,0.95681859,0.94484136,0.92602670,0.93283166,0.91934229,0.93334740,0.94974755,0.93805031,0.93591764,0.95034461,0.89994929,0.85340453,0.84141442,0.87883934,0.92317617,0.95610310,0.93516066,0.95235394,0.96080819,0.95522427,0.89425653,0.91713547,0.90071418,0.90668703,0.95958046,0.93171720,0.93761833,0.93254056
3.26586700,0.89087723,0.89713176,0.95683735,0.94487520,0.92607226,0.93288696,0.91940702,0.93340484,0.94976479,0.93808766,0.93594273,0.95039080,0.89998197,0.85331757,0.84161448,0.87898840,0.92323712,0.95611866,0.93520127,0.95237067,0.96080060,0.95524015,0.89428377,0.91717698,0.90070993,0.90675048,0.95960207,0.93175472,0.93762792,0.93258748
3.26638200,0.89102625,0.89722396,0.95685715,0.94490494,0.92611476,0.93294331,0.91947280,0.93346128,0.94978205,0.93812095,0.93597192,0.95043497,0.90001676,0.85323062,0.84181773,0.87912919,0.92329603,0.95613017,0.93523474,0.95238537,0.96079504,0.95526213,0.89430897,0.91722473,0.90071494,0.90681601,0.95961864,0.93179123,0.93763955,0.93263441
3.26689700,0.89118145,0.89732237,0.95687798,0.94492955,0.92615725,0.93299966,0.91953754,0.93351873,0.94980134,0.93815019,0.93600722,0.95047610,0.90005362,0.85314261,0.84202413,0.87926377,0.92335187,0.95613863,0.93526514,0.95239598,0.96079252,0.95529020,0.89433315,0.91727557,0.90072714,0.90688464,0.95963217,0.93182876,0.93765320,0.93268032
3.26741100,0.89134178,0.89742594,0.95689880,0.94495003,0.92619871,0.93305702,0.91960330,0.93357515,0.94982266,0.93817738,0.93604864,0.95051214,0.90009463,0.85305243,0.84223367,0.87939315,0.92340360,0.95614709,0.93529757,0.95239837,0.96079101,0.95532332,0.89435936,0.91732641,0.90074653,0.90695533,0.95964166,0.93187138,0.93766482,0.93272724
3.26792600,0.89150832,0.89753057,0.95691654,0.94496846,0.92624121,0.93311646,0.91966702,0.93363261,0.94984907,0.93820357,0.93609314,0.95054413,0.90014086,0.85295799,0.84244745,0.87951945,0.92345226,0.95615657,0.93533513,0.95239566,0.96078951,0.95535543,0.89438866,0.91737312,0.90076797,0.90702500,0.95964913,0.93191810,0.93767238,0.93277519
3.26844100,0.89167691,0.89763417,0.95693324,0.94498587,0.92628474,0.93317693,0.91972662,0.93368904,0.94987751,0.93822874,0.93613661,0.95057206,0.90018710,0.85285712,0.84266439,0.87964471,0.92350092,0.95616909,0.93537983,0.95238885,0.96078699,0.95538248,0.89442207,0.91741465,0.90078942,0.90709570,0.95965560,0.93196787,0.93767487,0.93282417
3.26895600,0.89184757,0.89773156,0.95694892,0.94500431,0.92632929,0.93323431,0.91978107,0.93374445,0.94991002,0.93825188,0.93617702,0.95059797,0.90023333,0.85274983,0.84288660,0.87977205,0.92355267,0.95618770,0.93543067,0.95238203,0.96078244,0.95540345,0.89446060,0.91744997,0.90080471,0.90716848,0.95966610,0.93202172,0.93767025,0.93287315
3.26947100,0.89201515,0.89782067,0.95696665,0.94502377,0.92637691,0.93328861,0.91982934,0.93379576,0.94994559,0.93827096,0.93621437,0.95062285,0.90027541,0.85263611,0.84311407,0.87989939,0.92361056,0.95621138,0.93548559,0.95238035,0.96077689,0.95541428,0.89450529,0.91747908,0.90081178,0.90724436,0.95967964,0.93207558,0.93765953,0.93292315
3.26998700,0.89217965,0.89790359,0.95698647,0.94504222,0.92642763,0.93333571,0.91987454,0.93384401,0.94998218,0.93828598,0.93624970,0.95064876,0.90031334,0.85251599,0.84334472,0.88002883,0.92367873,0.95624014,0.93554154,0.95238482,0.96077032,0.95541702,0.89455820,0.91750510,0.90080755,0.90732853,0.95969823,0.93212843,0.93764375,0.93297111
3.27050200,0.89234105,0.89797924,0.95701247,0.94506169,0.92648243,0.93337559,0.91991869,0.93388815,0.95001774,0.93829389,0.93628501,0.95067670,0.90034813,0.85239370,0.84357431,0.88015721,0.92375508,0.95627193,0.93559545,0.95239747,0.96076173,0.95541467,0.89462032,0.91753007,0.90079509,0.90742095,0.95972086,0.93218024,0.93762490,0.93301703
3.27101800,0.89249836,0.89805181,0.95704157,0.94508116,0.92654033,0.93340931,0.91996595,0.93392922,0.95005128,0.93829570,0.93632033,0.95070667,0.90037878,0.85227250,0.84379762,0.88028147,0.92383658,0.95630373,0.93564629,0.95241628,0.96075314,0.95540929,0.89469066,0.91755713,0.90077648,0.90752062,0.95974451,0.93223003,0.93760607,0.93306193
3.27153400,0.89265258,0.89812230,0.95707274,0.94509961,0.92660027,0.93343891,0.92001938,0.93396825,0.95008075,0.93829143,0.93635770,0.95073968,0.90040839,0.85215237,0.84400938,0.88039952,0.92391809,0.95633351,0.93569612,0.95243715,0.96074354,0.95540594,0.89476818,0.91758625,0.90075993,0.90762443,0.95976816,0.93227880,0.93758622,0.93310275
3.27205000,0.89280474,0.89818970,0.95710288,0.94511909,0.92666022,0.93347057,0.92008209,0.93400522,0.95010514,0.93828207,0.93639303,0.95077575,0.90043696,0.85203759,0.84420432,0.88050825,0.92399549,0.95635720,0.93574493,0.95245596,0.96073292,0.95540563,0.89484980,0.91761745,0.90074954,0.90772515,0.95978877,0.93232451,0.93756841,0.93314152
3.27256600,0.89295484,0.89825088,0.95712992,0.94513651,0.92671606,0.93350635,0.92015200,0.93404220,0.95012343,0.93827069,0.93642529,0.95081587,0.90046345,0.85192602,0.84438034,0.88060765,0.92406366,0.95637481,0.93579476,0.95246965,0.96072028,0.95540938,0.89493040,0.91764969,0.90074840,0.90781760,0.95980535,0.93236818,0.93755161,0.93317621
3.27308200,0.89310495,0.89830170,0.95714974,0.94515394,0.92676883,0.93354727,0.92022707,0.93407712,0.95013663,0.93825828,0.93645348,0.95086107,0.90048577,0.85181765,0.84453744,0.88069876,0.92412260,0.95638633,0.93584357,0.95247617,0.96070459,0.95541718,0.89500997,0.91768089,0.90075753,0.90789765,0.95981687,0.93241083,0.93753785,0.93320783
3.27359900,0.89325714,0.89834116,0.95716234,0.94516931,0.92681751,0.93359646,0.92030626,0.93411308,0.95014577,0.93824792,0.93647555,0.95091238,0.90050604,0.85171252,0.84467986,0.88078472,0.92417131,0.95639076,0.93589136,0.95247554,0.96068588,0.95542803,0.89508443,0.91771003,0.90077387,0.90796531,0.95982436,0.93245145,0.93752513,0.93323435
3.27411600,0.89341139,0.89836923,0.95716772,0.94518367,0.92686209,0.93364873,0.92038546,0.93414802,0.95015288,0.93823756,0.93649354,0.95096774,0.90052006,0.85160739,0.84481492,0.88087067,0.92421386,0.95639013,0.93593303,0.95246876,0.96066311,0.95544091,0.89515377,0.91773814,0.90079330,0.90801954,0.95982983,0.93249105,0.93751341,0.93325679
3.27463300,0.89356976,0.89839212,0.95716587,0.94519596,0.92690462,0.93370409,0.92045951,0.93418399,0.95016101,0.93822821,0.93650848,0.95102615,0.90052991,0.85150225,0.84494998,0.88095871,0.92425333,0.95638442,0.93596858,0.95245788,0.96063730,0.95545379,0.89522003,0.91776418,0.90080759,0.90806550,0.95983428,0.93252963,0.93750068,0.93327514
